ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi18g02604	F6H123	VIT_18s0001g07380
Vitvi18g02605		
Vitvi18g02607		
Vitvi18g02609	F6H131	VIT_18s0001g07480
Vitvi18g02610	F6H132	VIT_18s0001g07500
Vitvi18g02611	F6H134	VIT_18s0001g07520
Vitvi18g02612	F6H140	VIT_18s0001g07620
Vitvi18g02613	E0CRX4	VIT_18s0001g07660
Vitvi18g02614	D7U4S8	VIT_03s0038g03720
Vitvi18g02615	E0CNR3	VIT_18s0001g07790
Vitvi18g02616	D7TDL2	VIT_01s0127g00060
Vitvi18g02617	F6GZK3	VIT_18s0001g07950
Vitvi18g02618	F6GZK5	VIT_18s0001g07970
Vitvi18g02620	E0CNU3	VIT_18s0001g08160
Vitvi18g02621	F6H157	VIT_18s0001g08340
Vitvi18g02622	E0CNW2	VIT_18s0001g08350
Vitvi18g02625	E0CNW7	VIT_18s0001g08430
Vitvi18g02627	E0CNW8	VIT_18s0001g08450
Vitvi18g02629	E0CNX1	VIT_18s0001g08480
Vitvi18g02631	E0CNY8	VIT_18s0001g08660
Vitvi18g02632	F6H178	VIT_18s0001g08690
Vitvi18g02635	F6HJQ9	VIT_00s0471g00020
Vitvi18g02636	F6H184	VIT_18s0001g08810
Vitvi18g02637	E0CP00	VIT_18s0001g08820
Vitvi18g02638	F6H188	VIT_18s0001g08870
Vitvi18g02643	F6H190	VIT_18s0001g08920
Vitvi18g02644	E0CP10	VIT_18s0001g08930
Vitvi18g02646	F6H192	VIT_18s0001g08950
Vitvi18g02647	F6H194	VIT_18s0001g08970
Vitvi18g02649	E0CP30	VIT_18s0001g09160
Vitvi18g02651	E0CP39	VIT_18s0001g09270
Vitvi18g02654	F6GZN6	VIT_18s0001g09350
Vitvi18g02655	E0CP52	VIT_18s0001g09410
Vitvi18g02657	F6GZP6	VIT_18s0001g09510
Vitvi18g02659	F6GZW4	VIT_18s0001g09660
Vitvi18g02660	F6GZW4	VIT_18s0001g09660
Vitvi18g02661	F6GZW6	VIT_18s0001g09680
Vitvi18g02663	F6GZW9	VIT_18s0001g09720
Vitvi18g02664	F6GZX0	VIT_18s0001g09730
Vitvi18g02665	F6GZX1	VIT_18s0001g09740
Vitvi18g02666	F6GZX2	VIT_18s0001g09750
Vitvi18g02667	F6GZX3	VIT_18s0001g09770
Vitvi18g02669	F6GZX2	VIT_18s0001g09750
Vitvi18g02670	F6GZX6	VIT_18s0001g09800
Vitvi18g02671	F6GZX7	VIT_18s0001g09820
Vitvi18g02672	F6GZX9	VIT_18s0001g09840
Vitvi18g02673	F6GZY3	VIT_18s0001g09900
Vitvi18g02675	F6H1B1	VIT_18s0001g10190
Vitvi18g02680	E0CP66	VIT_18s0001g10550
Vitvi18g02681	E0CP69	VIT_18s0001g10580
Vitvi18g02683	F6GZZ8	VIT_18s0001g10610
Vitvi18g02684	F6GZZ9	VIT_18s0001g10620
Vitvi18g02685	F6H000	VIT_18s0001g10630
Vitvi18g02689	A5AWP9	VIT_18s0001g10670
Vitvi18g02690	F6H005	VIT_18s0001g10690
Vitvi18g02691	F6H006	VIT_18s0001g10760
Vitvi18g02692	E0CP87	VIT_18s0001g10830
Vitvi18g02695	E0CP91	VIT_18s0001g10870
Vitvi18g02696	F6H012	VIT_18s0001g10910
Vitvi18g02706	F6H1E0	VIT_18s0001g11140
Vitvi18g02707	F6H1E4	VIT_18s0001g11180
Vitvi18g02708	F6H1E4	VIT_18s0001g11180
Vitvi18g02709	F6H1E4	VIT_18s0001g11180
Vitvi18g02712	F6H1F5	VIT_18s0001g11430
Vitvi18g02715	F6H1F7	VIT_18s0001g11470
Vitvi18g02720	F6H019	VIT_18s0001g11520
Vitvi18g02724	E0CPW8	VIT_18s0001g11610
Vitvi18g02727	E0CPX3	VIT_18s0001g11680
Vitvi18g02728	F6H031	VIT_18s0001g11730
Vitvi18g02730	E0CPZ8	VIT_18s0001g11950
Vitvi18g02732	E0CQ01	VIT_18s0001g11980
Vitvi18g02734	F6H1G3	VIT_18s0001g12060
Vitvi18g02738	F6H1G9	VIT_18s0001g12170
Vitvi18g02739	F6H1H0	VIT_18s0001g12180
Vitvi18g02741	F6H1H2	VIT_18s0001g12200
Vitvi18g02742	F6H1H3	VIT_18s0001g12210
Vitvi18g02743	F6H1H3	VIT_18s0001g12210
Vitvi18g02748	A5AHU3	VIT_18s0001g12450
Vitvi18g02749	F6HKH2	VIT_08s0007g03970
Vitvi18g02750	F6H050	VIT_18s0001g12590
Vitvi18g02752	F6H053	VIT_18s0001g12640
Vitvi18g02753		
Vitvi18g02754	E0CQE6	VIT_18s0001g12680
Vitvi18g02756	F6H056	VIT_18s0001g12710
Vitvi18g02757	F6H058	VIT_18s0001g12750
Vitvi18g02758	E0CQG1	VIT_18s0001g12840
Vitvi18g02759	E0CQG2	VIT_18s0001g12850
Vitvi18g02760		
Vitvi18g02761	E0CQG4	VIT_18s0001g12880
Vitvi18g02763	E0CQG7	VIT_18s0001g12900
Vitvi18g02767	F6H1J7	VIT_18s0001g13060
Vitvi18g02768	E0CQI9	VIT_18s0001g13130
Vitvi18g02773	E0C9	VIT_18s0001g13210
Vitvi18g02775	F6H1K5	VIT_18s0001g13240
Vitvi18g02776	F6H1K8	VIT_18s0001g13300
Vitvi18g02777	E0CPG2	VIT_18s0001g13330
Vitvi18g02778	A5B1B3	VIT_18s0001g13340
Vitvi18g02779	A5AN32	VIT_18s0001g13400
Vitvi18g02780	F6GZQ6	VIT_18s0001g13540
Vitvi18g02788	F6H082	VIT_18s0001g14140
Vitvi18g02792	F6H087	VIT_18s0001g14210
Vitvi18g02794	E0CQ54	VIT_18s0001g14240
Vitvi18g02797	E0CQ56	VIT_18s0001g14270
Vitvi18g02798	F6GUG0	VIT_06s0004g01050
Vitvi18g02799	E0CQ61	VIT_18s0001g14320
Vitvi18g02800	E0CQ62	VIT_18s0001g14330
Vitvi18g02801	E0CQ63	VIT_18s0001g14340
Vitvi18g02802	E0CQ64	VIT_18s0001g14350
Vitvi18g02803	E0CQ72	VIT_18s0001g14420
Vitvi18g02805	E0CQ76	VIT_18s0001g14460
Vitvi18g02812	F6H1M4	VIT_18s0001g14640
Vitvi18g02813	F6H1M5	VIT_18s0001g14650
Vitvi18g02814	F6H1M8	VIT_18s0001g14700
Vitvi18g02816	F6GZS6	VIT_18s0001g14770
Vitvi18g02817	F6GZS6	VIT_18s0001g14770
Vitvi18g02818	F6GZS7	VIT_18s0001g14780
Vitvi18g02819	F6GZS6	VIT_18s0001g14770
Vitvi18g02820	E0CQA8	VIT_18s0001g14810
Vitvi18g02821	F6GZU3	VIT_18s0001g15070
Vitvi18g02823	F6GZU7	VIT_18s0001g15120
Vitvi18g02824	F6GZU8	VIT_18s0001g15130
Vitvi18g02825	F6GZU8	VIT_18s0001g15130
Vitvi18g02832	E0CQN1	VIT_18s0001g15400
Vitvi18g02833	F6H0A1	VIT_18s0001g15510
Vitvi18g02836	E0CQP7	VIT_18s0001g15640
Vitvi18g02837	F6H0A5	VIT_18s0001g15660
Vitvi18g02846		
Vitvi18g02848	F6HW94	VIT_18s0166g00260
Vitvi18g02853	A5C7A7	VIT_17s0000g07510
Vitvi18g02869	F6I1J5	VIT_18s0086g00280
Vitvi18g02872	D7TL86	VIT_18s0001g03860
Vitvi18g02881	F6I1K7	VIT_18s0086g00520
Vitvi18g02883	F6I1K8	VIT_18s0086g00540
Vitvi18g02884	D7TL86	VIT_18s0001g03860
Vitvi18g02885	D7TL86	VIT_18s0001g03860
Vitvi18g02890	D7U5W8	VIT_18s0086g00700
Vitvi18g02909	F6HJA7	VIT_18s0122g00570
Vitvi18g02917	F6HJC9	VIT_18s0001g01990
Vitvi18g02918	D7TFS2	VIT_18s0001g02070
Vitvi18g02920		
Vitvi18g02921	F6HJD4	VIT_18s0001g02350
Vitvi18g02922	F6HJD8	VIT_18s0001g02410
Vitvi18g02924	F6HJD4	VIT_18s0001g02350
Vitvi18g02927	F6HJD7	VIT_18s0001g02400
Vitvi18g02928	F6HJD8	VIT_18s0001g02410
Vitvi18g02931	F6HF21	VIT_01s0011g02890
Vitvi18g02961	F6GY64	VIT_18s0072g00120
Vitvi18g02963	F6GY58	VIT_18s0072g00200
Vitvi18g02964	F6GY57	VIT_18s0072g00210
Vitvi18g02965	D7SRF2	VIT_18s0072g00220
Vitvi18g02971	D7SRE1	VIT_18s0072g00360
Vitvi18g02973	F6GY46	VIT_18s0072g00380
Vitvi18g02974	D7SRD7	VIT_18s0072g00400
Vitvi18g02975	D7SRD6	VIT_18s0072g00410
Vitvi18g02977	F6GY43	VIT_18s0072g00450
Vitvi18g02978	F6GY42	VIT_18s0072g00470
Vitvi18g02979	D7SRC7	VIT_18s0072g00510
Vitvi18g02980	F6GY41	VIT_18s0072g00530
Vitvi18g02981	F6GY40	VIT_18s0072g00540
Vitvi18g02990	F6GY20	VIT_18s0072g00790
Vitvi18g02993	F6GY18	VIT_18s0072g00820
Vitvi18g02995	F6HGJ0	VIT_07s0130g00160
Vitvi18g02996	F6GY05	VIT_18s0072g01090
Vitvi18g03004	A5B3B4	VIT_18s0075g00090
Vitvi18g03005	F6GY79	VIT_18s0075g00100
Vitvi18g03006	F6GY80	VIT_18s0075g00110
Vitvi18g03009	F6GY90	VIT_18s0075g00270
Vitvi18g03014	D7SRJ4	VIT_18s0075g00340
Vitvi18g03015	F6GY93	VIT_18s0075g00350
Vitvi18g03016	F6GY95	VIT_18s0075g00400
Vitvi18g03034	F6GYB8	VIT_18s0075g00820
Vitvi18g03048	A5BSE8	VIT_18s0117g00130
Vitvi18g03049	F6GYT7	VIT_18s0117g00140
Vitvi18g03050	D7SS91	VIT_18s0117g00170
Vitvi18g03051	A5CA95	VIT_18s0117g00260
Vitvi18g03054	D7SS78	VIT_18s0117g00300
Vitvi18g03056	F6GYS0	VIT_18s0117g00420
Vitvi18g03085	F6I428	VIT_18s0041g00050
Vitvi18g03087	F6I427	VIT_18s0041g00070
Vitvi18g03090	F6HB75	VIT_13s0064g01800
Vitvi18g03093	D7U9E2	VIT_18s0041g00180
Vitvi18g03097	F6I418	VIT_18s0041g00260
Vitvi18g03098	F6I417	VIT_18s0041g00270
Vitvi18g03099	F6GVZ7	VIT_18s0089g00690
Vitvi18g03100	F6I413	VIT_18s0041g00370
Vitvi18g03101	A5AV92	VIT_18s0041g00390
Vitvi18g03104	D7SMQ6	VIT_14s0083g00070
Vitvi18g03111	F6I3Z0	VIT_18s0041g00660
Vitvi18g03112	D7U9B0	VIT_18s0041g00670
Vitvi18g03125	F6I3V9	VIT_18s0041g01150
Vitvi18g03130	F6I3V4	VIT_18s0041g01260
Vitvi18g03133	F6I3U9	VIT_18s0041g01330
Vitvi18g03141	F6I481	VIT_18s0041g01470
Vitvi18g03147	D7U949	VIT_18s0041g01630
Vitvi18g03149	F6I466	VIT_18s0041g01700
Vitvi18g03152	D7U943	VIT_18s0041g01740
Vitvi18g03153	F6I459	VIT_18s0041g01840
Vitvi18g03157	D7U927	VIT_18s0041g01940
Vitvi18g03162	F6I447	VIT_18s0041g02080
Vitvi18g03166	F6I442	VIT_18s0041g02190
Vitvi18g03167	F6HN40	VIT_18s0001g06260
Vitvi18g03169	F6I441	VIT_18s0041g02210
Vitvi18g03185	F6HN47	VIT_18s0001g06680
Vitvi18g03191	F6HN46	VIT_18s0001g06530
Vitvi18g03207	F6HN14	VIT_18s0001g05150
Vitvi18g03214	D7TL86	VIT_18s0001g03860
Vitvi18g03215	D7TL86	VIT_18s0001g03860
Vitvi18g03217	D7TL84	VIT_18s0001g03810
Vitvi18g03231	F6GW18	VIT_18s0089g00300
Vitvi18g03236	F6GW10	VIT_18s0089g00420
Vitvi18g03244	F6GVZ7	VIT_18s0089g00690
Vitvi18g03246	F6GVZ7	VIT_18s0089g00690
Vitvi18g03248	F6GW01	VIT_18s0089g00650
Vitvi18g03249	F6GVZ7	VIT_18s0089g00690
Vitvi18g03250	F6GVZ6	VIT_18s0089g00700
Vitvi18g03251	F6GVZ4	VIT_18s0089g00720
Vitvi18g03252	F6GVZ3	VIT_18s0089g00730
Vitvi18g03257	D7SMW5	VIT_18s0089g00860
Vitvi18g03258	F6GVY7	VIT_18s0089g00870
Vitvi18g03265	F6GVY0	VIT_18s0089g01000
Vitvi18g03266	F6GVX9	VIT_18s0089g01010
Vitvi18g03267	F6GVX8	VIT_18s0089g01020
Vitvi18g03268	D7U8I9	VIT_08s0032g00150
Vitvi18g03269	F6GVX8	VIT_18s0089g01020
Vitvi18g03270	F6H0N3	VIT_18s0001g04140
Vitvi18g03350	D7T5P4	VIT_00s0481g00010
Vitvi18g03358	D7SYM1	VIT_00s0288g00070
Vitvi18g03366	F6H7P0	VIT_00s0288g00020
Vitvi18g03383	F6I7C2	VIT_00s0238g00040
Vitvi18g03385	D7UDZ3	VIT_00s0238g00020
Vitvi18g04000	D7UDJ6	VIT_18s0122g00010
Vitvi18g04003	F6HJG6	VIT_03s0132g00340
Vitvi18g04004	F6H0G0	VIT_18s0001g01370
Vitvi18g04005		
Vitvi18g04008	F6GY99	VIT_18s0075g00520
Vitvi18g04010	D7UDF9	VIT_18s0122g00600
Vitvi18g04011		
Vitvi18g04012	F6I6V7	VIT_18s0122g00770
Vitvi18g04013		
Vitvi18g04014		
Vitvi18g04015	A5ALB2	VIT_09s0002g00980
Vitvi18g04020		
Vitvi18g04021	F6HHH3	VIT_06s0080g00080
Vitvi18g04022		
Vitvi18g04023	E0CQV1	VIT_18s0001g00700
Vitvi18g04025		
Vitvi18g04026		
Vitvi18g04028	F6H0F3	VIT_18s0001g01230
Vitvi18g04029		
Vitvi18g04030	D7TKP7	VIT_10s0003g05490
Vitvi18g04031	F6H0G2	VIT_18s0001g01440
Vitvi18g04032	F6H0G2	VIT_18s0001g01440
Vitvi18g04033	F6H0G3	VIT_18s0001g01460
Vitvi18g04034	F6H0G2	VIT_18s0001g01440
Vitvi18g04035	F6H0G3	VIT_18s0001g01460
Vitvi18g04036	F6H0G6	VIT_18s0001g01500
Vitvi18g04037	F6H0G7	VIT_18s0001g01510
Vitvi18g04038		
Vitvi18g04039	F6H0H7	VIT_18s0001g01680
Vitvi18g04041	A5C5A3	VIT_03s0038g00790
Vitvi18g04042		
Vitvi18g04043	F6H0S8	VIT_18s0001g03200
Vitvi18g04044	F6H0S8	VIT_18s0001g03200
Vitvi18g04045	A5BQH0	VIT_15s0046g01500
Vitvi18g04046		
Vitvi18g04047	F6H0T6	VIT_18s0001g03390
Vitvi18g04048		
Vitvi18g04049		
Vitvi18g04050	F6H0U4	VIT_18s0001g03650
Vitvi18g04051		
Vitvi18g04053	F6H0M1	VIT_18s0001g03820
Vitvi18g04054	E0CRC5	VIT_18s0001g03940
Vitvi18g04055	F6H0M7	VIT_18s0001g03950
Vitvi18g04057		
Vitvi18g04058		
Vitvi18g04059		
Vitvi18g04060	F6H0N7	VIT_18s0001g04290
Vitvi18g04062		
Vitvi18g04063	F6H0P2	VIT_18s0001g04520
Vitvi18g04064		
Vitvi18g04065	F6H0U5	VIT_18s0001g04640
Vitvi18g04066	F6H0U6	VIT_18s0001g04660
Vitvi18g04067		
Vitvi18g04068		
Vitvi18g04072		
Vitvi18g04074	E0CRI1	VIT_18s0001g05100
Vitvi18g04076		
Vitvi18g04077		
Vitvi18g04078	F6H0P9	VIT_18s0001g05590
Vitvi18g04079	F6H0Q1	VIT_18s0001g05640
Vitvi18g04080		
Vitvi18g04081		
Vitvi18g04084	F6HLY1	VIT_10s0003g04960
Vitvi18g04090	F6H0X1	VIT_18s0001g06200
Vitvi18g04095	F6H0Y2	VIT_18s0001g06580
Vitvi18g04096		
Vitvi18g04101	D7TTP1	VIT_02s0012g02520
Vitvi18g04102	F6H111	VIT_18s0001g07210
Vitvi18g04103		
Vitvi18g04104	F6HPU2	VIT_13s0156g00410
Vitvi18g04105	F6HPV0	VIT_13s0156g00540
Vitvi18g04106	F6HVL9	VIT_13s0106g00020
Vitvi18g04107		
Vitvi18g04110		
Vitvi18g04112	E0CRV1	VIT_18s0001g07390
Vitvi18g04114	F6H129	VIT_18s0001g07460
Vitvi18g04115	F6H133	VIT_18s0001g07510
Vitvi18g04116		
Vitvi18g04117		
Vitvi18g04118		
Vitvi18g04119	F6GZJ5	VIT_18s0001g07820
Vitvi18g04120		
Vitvi18g04121	D7T5C4	VIT_00s0211g00130
Vitvi18g04122	E0CNT5	VIT_18s0001g08060
Vitvi18g04123		
Vitvi18g04124		
Vitvi18g04125		
Vitvi18g04126	F6GY06	VIT_18s0072g01040
Vitvi18g04127		
Vitvi18g04128	F6GZL8	VIT_18s0001g08170
Vitvi18g04131		
Vitvi18g04132	F6GZL9	VIT_18s0001g08210
Vitvi18g04134		
Vitvi18g04135		
Vitvi18g04136	E0CNW9	VIT_18s0001g08460
Vitvi18g04137		
Vitvi18g04139		
Vitvi18g04141		
Vitvi18g04143	F6H189	VIT_18s0001g08910
Vitvi18g04145		
Vitvi18g04146	E0CP14	VIT_18s0001g09000
Vitvi18g04147	F6H196	VIT_18s0001g09010
Vitvi18g04148		
Vitvi18g04149	F6H9P4	VIT_11s0065g00290
Vitvi18g04150		
Vitvi18g04153	F6GZN1	VIT_18s0001g09290
Vitvi18g04155	F6GZN4	VIT_18s0001g09330
Vitvi18g04156	F6GZN5	VIT_18s0001g09340
Vitvi18g04157	F6GZN5	VIT_18s0001g09340
Vitvi18g04161	F6HSW7	VIT_07s0129g00690
Vitvi18g04162	F6GZW2	VIT_18s0001g09640
Vitvi18g04163		
Vitvi18g04168	F6GZX8	VIT_18s0001g09830
Vitvi18g04169	E0CPQ4	VIT_18s0001g09860
Vitvi18g04170		
Vitvi18g04171	F6GZY8	VIT_18s0001g10050
Vitvi18g04173		
Vitvi18g04174	F6H1A8	VIT_18s0001g10150
Vitvi18g04175	F6H1B0	VIT_18s0001g10180
Vitvi18g04176	A5B5N0	VIT_18s0001g10170
Vitvi18g04177	F6H1B0	VIT_18s0001g10180
Vitvi18g04178	F6H1B0	VIT_18s0001g10180
Vitvi18g04183		
Vitvi18g04188	F6GZZ8	VIT_18s0001g10610
Vitvi18g04189	F6H001	VIT_18s0001g10640
Vitvi18g04190	F6GZZ7	VIT_18s0001g10600
Vitvi18g04192	F6GZZ7	VIT_18s0001g10600
Vitvi18g04193	F6GZZ7	VIT_18s0001g10600
Vitvi18g04194		
Vitvi18g04195	E0CP89	VIT_18s0001g10850
Vitvi18g04201	E0CPD1	VIT_18s0001g11320
Vitvi18g04203	F6HQF6	VIT_03s0063g01370
Vitvi18g04206	F6H1F8	VIT_18s0001g11480
Vitvi18g04207	D7STM0	VIT_04s0008g00770
Vitvi18g04209	F6H1G0	VIT_18s0001g11500
Vitvi18g04213	F6I231	VIT_00s0207g00240
Vitvi18g04214		
Vitvi18g04215	F6H028	VIT_18s0001g11670
Vitvi18g04216		
Vitvi18g04217	F6H7V7	VIT_00s0220g00070
Vitvi18g04218	E0CQ07	VIT_18s0001g12040
Vitvi18g04219	E0CQ07	VIT_18s0001g12040
Vitvi18g04221	F6H1H1	VIT_18s0001g12190
Vitvi18g04224		
Vitvi18g04225		
Vitvi18g04226	F6HA96	VIT_06s0009g02710
Vitvi18g04227		
Vitvi18g04228	F6H043	VIT_18s0001g12440
Vitvi18g04229		
Vitvi18g04230		
Vitvi18g04234		
Vitvi18g04235		
Vitvi18g04236	F6H1J1	VIT_18s0001g13000
Vitvi18g04237		
Vitvi18g04238		
Vitvi18g04239	F6H1K1	VIT_18s0001g13160
Vitvi18g04240	A5AEM8	VIT_18s0001g13180
Vitvi18g04241		
Vitvi18g04243		
Vitvi18g04245		
Vitvi18g04246	F6I4C4	VIT_05s0062g00150
Vitvi18g04247	F6HGH4	VIT_01s0010g01130
Vitvi18g04248	F6HRP4	VIT_07s0191g00130
Vitvi18g04249	E0CPJ4	VIT_18s0001g13700
Vitvi18g04250		
Vitvi18g04257		
Vitvi18g04258		
Vitvi18g04259		
Vitvi18g04260		
Vitvi18g04261		
Vitvi18g04262		
Vitvi18g04263		
Vitvi18g04264	F6H085	VIT_18s0001g14190
Vitvi18g04266		
Vitvi18g04267	E0CQ59	VIT_18s0001g14300
Vitvi18g04268	E0CQ63	VIT_18s0001g14340
Vitvi18g04270	F6HXB6	VIT_09s0002g06500
Vitvi18g04272	F6GZS6	VIT_18s0001g14770
Vitvi18g04273		
Vitvi18g04274	F6GZU8	VIT_18s0001g15130
Vitvi18g04275	D7SIX7	VIT_17s0000g03870
Vitvi18g04278		
Vitvi18g04281		
Vitvi18g04282		
Vitvi18g04284	F6HW80	VIT_18s0166g00050
Vitvi18g04286	F6HW77	VIT_18s0166g00010
Vitvi18g04290	F6H0M9	VIT_18s0001g03990
Vitvi18g04291	F6GZV8	VIT_18s0001g15800
Vitvi18g04293	D7TYB3	VIT_18s0166g00060
Vitvi18g04294	D7U480	VIT_04s0044g02050
Vitvi18g04296		
Vitvi18g04301	F6I2W9	VIT_15s0048g02780
Vitvi18g04302	D7TYD3	VIT_18s0166g00310
Vitvi18g04304		
Vitvi18g04306	F6HW01	VIT_10s0071g00550
Vitvi18g04307		
Vitvi18g04308	D7SSB1	VIT_18s0076g00270
Vitvi18g04314	D7SSA1	VIT_18s0076g00100
Vitvi18g04322	F6HG43	VIT_01s0010g02440
Vitvi18g04331	F6I1K4	VIT_18s0086g00490
Vitvi18g04332	F6I1K2	VIT_18s0086g00440
Vitvi18g04333	D7SXS3	VIT_03s0091g00610
Vitvi18g04335	F6I1K8	VIT_18s0086g00540
Vitvi18g04338	F6I1K4	VIT_18s0086g00490
Vitvi18g04339	D7U5V7	VIT_18s0086g00230
Vitvi18g04342	A5B802	VIT_12s0028g02140
Vitvi18g04367	F6H9I2	VIT_04s0069g00870
Vitvi18g04368	F6HN82	VIT_13s0019g00680
Vitvi18g04369	F6I6Z9	VIT_00s0120g00270
Vitvi18g04370	F6HJA8	VIT_18s0122g00580
Vitvi18g04371	F6HEE2	VIT_16s0039g01690
Vitvi18g04372	A5BVQ5	VIT_16s0039g02220
Vitvi18g04391	F6HVN5	VIT_13s0106g00340
Vitvi18g04407	F6HJE0	VIT_18s0001g02490
Vitvi18g04411		
Vitvi18g04412	F6HDQ2	VIT_05s0020g03450
Vitvi18g04413	D7SRG5	VIT_18s0072g00010
Vitvi18g04414	F6HDQ2	VIT_05s0020g03450
Vitvi18g04415		
Vitvi18g04416	F6GY61	VIT_18s0072g00150
Vitvi18g04417		
Vitvi18g04418	F6GY56	VIT_18s0072g00230
Vitvi18g04423	F6GY53	VIT_18s0072g00270
Vitvi18g04424	D7TMH6	VIT_13s0019g03310
Vitvi18g04425	F6GY28	VIT_18s0072g00690
Vitvi18g04426	D7TE45	VIT_12s0059g00200
Vitvi18g04427	A5AEY1	VIT_04s0044g00560
Vitvi18g04428	D7SRB0	VIT_18s0072g00810
Vitvi18g04433	D7THP0	VIT_08s0007g00340
Vitvi18g04434	F6HVX5	VIT_10s0071g01200
Vitvi18g04435		
Vitvi18g04438	F6I462	VIT_18s0041g01790
Vitvi18g04440	D7U942	VIT_18s0041g01750
Vitvi18g04441	D7U942	VIT_18s0041g01750
Vitvi18g04442	D7SRI2	VIT_18s0075g00080
Vitvi18g04443	F6HFD8	VIT_01s0011g05730
Vitvi18g04444	F6GY86	VIT_18s0075g00230
Vitvi18g04446	D7SRJ0	VIT_18s0075g00280
Vitvi18g04447	F6GVZ7	VIT_18s0089g00690
Vitvi18g04448	F6HZN8	VIT_07s0005g03980
Vitvi18g04449	D7SRK2	VIT_18s0075g00480
Vitvi18g04450		
Vitvi18g04451	D7SRJ9	VIT_18s0075g00440
Vitvi18g04453	D7SRK2	VIT_18s0075g00480
Vitvi18g04454	F6GY80	VIT_18s0075g00110
Vitvi18g04457		
Vitvi18g04458	F6GYA5	VIT_18s0075g00580
Vitvi18g04462	D7TEE2	VIT_12s0059g01350
Vitvi18g04469	F6GYS4	VIT_18s0117g00370
Vitvi18g04474	F6GYB6	VIT_18s0075g00790
Vitvi18g04494	D7TFA6	VIT_00s0163g00060
Vitvi18g04496	D7SS75	VIT_18s0117g00360
Vitvi18g04497		
Vitvi18g04498	F6I4E6	VIT_05s0062g00500
Vitvi18g04499	F6GYS7	VIT_18s0117g00290
Vitvi18g04500		
Vitvi18g04503		
Vitvi18g04505	F6GYU2	VIT_18s0117g00050
Vitvi18g04506	F6GYU2	VIT_18s0117g00050
Vitvi18g04507	D7SS75	VIT_18s0117g00360
Vitvi18g04508		
Vitvi18g04510	F6H7P4	VIT_00s0288g00060
Vitvi18g04516	F6HWC4	VIT_18s0001g03260
Vitvi18g04518	F6HWC4	VIT_18s0001g03260
Vitvi18g04519	D7TYG6	VIT_18s0001g03040
Vitvi18g04520	D7SS75	VIT_18s0117g00360
Vitvi18g04523	F6GYT0	VIT_18s0117g00250
Vitvi18g04524	F6HWC2	VIT_18s0001g02960
Vitvi18g04526	D7TYG0	VIT_18s0001g02930
Vitvi18g04529	F6HLC9	VIT_08s0007g00270
Vitvi18g04534		
Vitvi18g04535	F6I1E1	VIT_15s0045g00500
Vitvi18g04538	D7U480	VIT_04s0044g02050
Vitvi18g04543	F6I6L5	VIT_13s0067g00910
Vitvi18g04544	D7U9E3	VIT_18s0041g00170
Vitvi18g04545	F6HPV5	VIT_13s0156g00590
Vitvi18g04546	F6I6L9	VIT_13s0067g01040
Vitvi18g04548	F6H967	VIT_12s0034g01350
Vitvi18g04549	F6I423	VIT_18s0041g00190
Vitvi18g04550	F6H967	VIT_12s0034g01350
Vitvi18g04551	F6H8Z5	VIT_12s0034g01270
Vitvi18g04553	F6GZK7	VIT_18s0001g08010
Vitvi18g04554	F6I406	VIT_18s0041g00440
Vitvi18g04555	F6I401	VIT_18s0041g00510
Vitvi18g04556	D7U9B9	VIT_18s0041g00530
Vitvi18g04559	F6I3Z3	VIT_18s0041g00630
Vitvi18g04560		
Vitvi18g04569	F6I3I1	VIT_10s0092g00390
Vitvi18g04570	F6HLF1	VIT_08s0007g07130
Vitvi18g04574	F6I3V3	VIT_18s0041g01280
Vitvi18g04575	F6I3V0	VIT_18s0041g01320
Vitvi18g04576	F6I3U8	VIT_18s0041g01340
Vitvi18g04577		
Vitvi18g04578	F6I3V0	VIT_18s0041g01320
Vitvi18g04579		
Vitvi18g04580	F6I481	VIT_18s0041g01470
Vitvi18g04584	F6I481	VIT_18s0041g01470
Vitvi18g04585	F6I485	VIT_18s0041g01430
Vitvi18g04586	F6I478	VIT_18s0041g01520
Vitvi18g04587	F6I481	VIT_18s0041g01470
Vitvi18g04588	F6I481	VIT_18s0041g01470
Vitvi18g04591	D7TCG1	VIT_11s0016g01240
Vitvi18g04593	F6I481	VIT_18s0041g01470
Vitvi18g04594	A5BDI0	VIT_15s0024g01830
Vitvi18g04595	D7U949	VIT_18s0041g01630
Vitvi18g04596	D7U949	VIT_18s0041g01630
Vitvi18g04597	F6I470	VIT_18s0041g01620
Vitvi18g04598	F6I470	VIT_18s0041g01620
Vitvi18g04599	F6I470	VIT_18s0041g01620
Vitvi18g04600	F6I468	VIT_18s0041g01680
Vitvi18g04601	F6I468	VIT_18s0041g01680
Vitvi18g04602	F6I470	VIT_18s0041g01620
Vitvi18g04603	E0CQ39	VIT_18s0001g12370
Vitvi18g04604	F6I471	VIT_18s0041g01610
Vitvi18g04605		
Vitvi18g04606	D7U941	VIT_18s0041g01770
Vitvi18g04607	F6I470	VIT_18s0041g01620
Vitvi18g04609	F6I462	VIT_18s0041g01790
Vitvi18g04611	F6I455	VIT_18s0041g01900
Vitvi18g04612	F6I455	VIT_18s0041g01900
Vitvi18g04613	D7SQE2	VIT_11s0052g00490
Vitvi18g04614	F6GVW2	VIT_18s0089g01300
Vitvi18g04615		
