PN40024_genotype_ENSMBL_ID	UniProt	GCA_030704535.1_NCBI_ID	Chromosome	Start	End	Transcription_pattern	Athaliana_TAIR10_homolog	homology	TAIR10	Athal.common.NAme	locus_tag
Vitvi14g01611	F6GX56	VIT_14s0219g00030	14	26884196	26885814	EEE EEE EEE	NP_189369.1 zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana]	48.802	NP_189369.1		AT3G27330
Vitvi14g01614	F6GX57	VIT_14s0219g00040	14	26886323	26888543	EEE EEE EEE	NP_189369.1 zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana]	56.522	NP_189369.1		AT3G27330
Vitvi14g01615	F6GX58	VIT_14s0219g00050	14	26893939	26895123	EEE EEE EEE	NP_196938.2 myb domain protein 40 [Arabidopsis thaliana]	51.119	NP_196938.2	MYB40	AT5G14340
Vitvi14g01616	F6GX59	VIT_14s0219g00060	14	26898517	26903136	EEE EEE EEE	NP_189370.1 Myb domain protein [Arabidopsis thaliana]	74.38	NP_189370.1		AT3G27340
Vitvi14g01617	F6GX60	VIT_14s0219g00070	14	26903619	26907768	EEE EEE EEE	NP_198887.1 zinc finger (C2H2 type) family protein [Arabidopsis thaliana]	59.829	NP_198887.1		AT5G40710
Vitvi14g01620	D7SPX0	VIT_14s0219g00080	14	26918129	26925609	EEE EEE EEE	NP_566148.2 peptidyl serine alpha-galactosyltransferase [Arabidopsis thaliana]	72.099	NP_566148.2		AT3G01720
Vitvi14g01621	D7SPX1	VIT_14s0219g00090	14	26926444	26931168	EEE EEE EEE	NP_566816.1 transcriptioNAl regulator ATRX-like protein [Arabidopsis thaliana]	62.5	NP_566816.1		AT3G27350
Vitvi14g01622	F6HLJ5	VIT_08s0007g06410	14	26931168	26934820	EEE EEE EEE	NP_195531.1 FAR1-related sequence 5 [Arabidopsis thaliana]	36.444	NP_195531.1	FRS5	AT4G38180
Vitvi14g01623	F6GX61	VIT_14s0219g00110	14	26936258	26936914	EEE EEE EEE	NP_198885.1 histone-lysine N-methyltransferase trithorax-like protein [Arabidopsis thaliana]	56.0	NP_198885.1		AT5G40690
Vitvi14g01624	F6GX62	VIT_14s0219g00120	14	26937708	26950739	EEU EEE EEE	NP_198883.1 PQ-loop repeat family protein / transmembrane family protein [Arabidopsis thaliana]	66.038	NP_198883.1		AT5G40670
Vitvi14g01626	D7SPX5	VIT_14s0219g00140	14	26955496	26957881	EEE EEE EEE	NP_198882.1 ATP12 protein-like protein [Arabidopsis thaliana]	67.069	NP_198882.1		AT5G40660
Vitvi14g01627	F6GX63	VIT_14s0219g00150	14	26959679	26963288	EEE EEE EEE	NP_189374.1 succiNAte dehydrogeNAse 2-1 [Arabidopsis thaliana]	80.072	NP_189374.1	SDH2-1	AT3G27380
Vitvi14g01628	F6GX64	VIT_14s0219g00160	14	26964209	26964893	EEE EEE EEE	NP_568584.1 RPM1-interacting protein 4 (RIN4) family protein [Arabidopsis thaliana]	65.672	NP_568584.1		AT5G40645
Vitvi14g01629	D7SPX8	VIT_14s0219g00170	14	26965338	26972083	EEE EEE EEE	NP_190414.1 Zinc finger C-x8-C-x5-C-x3-H type family protein [Arabidopsis thaliana]	47.368	NP_190414.1		AT3G48440
Vitvi14g01630	D7SPX9	VIT_14s0219g00180	14	26974240	26974850	EEE EEE EEE	NP_175324.1 early nodulin-like protein 6 [Arabidopsis thaliana]	54.839	NP_175324.1	ENODL6	AT1G48940
Vitvi14g01631	D7SPY0	VIT_14s0219g00190	14	26975620	26982608	EEE EEE EEE	NP_189375.2 transmembrane protein [Arabidopsis thaliana]	64.252	NP_189375.2		AT3G27390
Vitvi14g01632	F6GX65	VIT_14s0219g00200	14	26984347	26986638	EEE EEE EEE	NP_190245.1 Pentatricopeptide repeat (PPR-like) superfamily protein [Arabidopsis thaliana]	63.067	NP_190245.1		AT3G46610
Vitvi14g01633	D7SPY2	VIT_14s0219g00210	14	26999024	26999784	EEE EEE EEE	NP_196940.1 Ubiquitin-like superfamily protein [Arabidopsis thaliana]	56.97	NP_196940.1		AT5G14360
Vitvi14g01634	F6GX66	VIT_14s0219g00220	14	27012460	27014322	EEE EEE EEE	NP_568300.1 CCT motif family protein [Arabidopsis thaliana]	38.936	NP_568300.1		AT5G14370
Vitvi14g01635	F6GX67	VIT_14s0219g00230	14	27019816	27021488	EEE EEE EEE	NP_568967.1 Pectin lyase-like superfamily protein [Arabidopsis thaliana]	77.475	NP_568967.1		AT5G63180
Vitvi14g01636	D7SPY5	VIT_14s0219g00250	14	27025108	27027348	EEE EEE EEE	NP_566205.1 Ku70-binding family protein [Arabidopsis thaliana]	68.205	NP_566205.1		AT3G03420
Vitvi14g01637	F6GX69	VIT_14s0219g00270	14	27035602	27040361	EEE EEE EEE	NP_189242.1 termiNAl EAR1-like 1 [Arabidopsis thaliana]	39.787	NP_189242.1	TEL1	AT3G26120
Vitvi14g01639	D7SPY8	VIT_14s0219g00280	14	27052255	27054943	EEE EEE EEE	NP_198877.1 NAD-dependent glycerol-3-phosphate dehydrogeNAse family protein [Arabidopsis thaliana]	80.926	NP_198877.1	GPDHp	AT5G40610
Vitvi14g01640	D7SPY9	VIT_14s0219g00290	14	27055771	27063216	EEE EEE EEE	NP_196943.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]	77.66	NP_196943.1		AT5G14390
Vitvi14g01641	F6HV83	VIT_14s0066g00010	14	27080990	27084215	EEE EDE EEE	NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]	52.79	NP_186817.1	SEOR1	AT3G01680
Vitvi14g01642	F6HV84	VIT_14s0066g00020	14	27091156	27094684	EEE EDE EEE	NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]	48.444	NP_186817.1	SEOR1	AT3G01680
Vitvi14g01646	F6HV88	VIT_14s0066g00100	14	27148738	27169570	EEE EDE EEE	NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]	51.359	NP_186817.1	SEOR1	AT3G01680
Vitvi14g01653	F6HUS7	VIT_14s0066g00130	14	27241683	27244833	EEE EDE EEE	NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]	44.272	NP_186817.1	SEOR1	AT3G01680
Vitvi14g01655	F6HUS8	VIT_14s0066g00140	14	27254996	27259449	EEE EEE EEE	NP_194208.1 31-kDa RNA binding protein [Arabidopsis thaliana]	59.281	NP_194208.1	RBP31	AT4G24770
Vitvi14g01656	D7TWF5	VIT_14s0066g00160	14	27283326	27284775	EEE EEE EEE	NP_186815.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]	70.039	NP_186815.1		AT3G01660
Vitvi14g01657	D7TWF6	VIT_14s0066g00170	14	27288271	27290706	EEE EEE EEE	NP_001331288.1 cytochrome P450, family 724, subfamily A, polypeptide 1 [Arabidopsis thaliana]	55.196	NP_001331288.1	CYP724A1	AT5G14400
Vitvi14g01658	D7TWF7	VIT_14s0066g00180	14	27295223	27299697	EEE EEE EEE	NP_195311.1 GTP-binding 2 [Arabidopsis thaliana]	91.905	NP_195311.1	GB2	AT4G35860
Vitvi14g01660	D7TWF8	VIT_14s0066g00200	14	27302556	27309395	EEE EEE EEE	NP_567990.1 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana]	65.393	NP_567990.1		AT4G35850
Vitvi14g01661	D7TWF9	VIT_14s0066g00210	14	27312837	27322098	EEE EEE EEE	NP_001326215.1 SGF29 tudor-like domain-containing protein [Arabidopsis thaliana]	66.397	NP_001326215.1	SGF29a	AT3G27460
Vitvi14g01662	F6HUT0	VIT_14s0066g00220	14	27323094	27324557	EEE EEE EEE	NP_193769.1 RAB GTPase homolog E1B [Arabidopsis thaliana]	84.043	NP_193769.1	RABE1b	AT4G20360
Vitvi14g01664	F6HUT1	VIT_14s0066g00240	14	27332229	27333964	EEE EEE EEE	NP_196949.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]	53.015	NP_196949.1		AT5G14450
Vitvi14g01665	F6HUT2	VIT_14s0066g00250	14	27337193	27339147	EEE EDE EEE	NP_196949.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]	60.825	NP_196949.1		AT5G14450
Vitvi14g01666	F6HUT3	VIT_14s0066g00260	14	27343065	27346337	EEE EEE EEE	NP_198873.2 Surfeit locus protein 2 (SURF2) [Arabidopsis thaliana]	46.531	NP_198873.2		AT5G40570
Vitvi14g01667	F6HUT4	VIT_14s0066g00270	14	27346753	27351533	EEE EEE EEE	NP_189380.1 uridine kiNAse-like 5 [Arabidopsis thaliana]	79.241	NP_189380.1	UKL5	AT3G27440
Vitvi14g01668	F6HUT4	VIT_14s0066g00270	14	27352473	27357773	EEE EEE EEE	NP_196947.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]	72.039	NP_196947.2		AT5G14430
Vitvi14g01671	D7TWG7	VIT_14s0066g00290	14	27376364	27381669	EEE EEE EEE	NP_974780.1 RING domain ligase2 [Arabidopsis thaliana]	76.087	NP_974780.1	RGLG2	AT5G14420
Vitvi14g01672	D7TWG8	VIT_14s0066g00310	14	27386590	27392034	EEE EEE EEE	NP_189383.2 lysine ketoglutarate reductase trans-splicing protein (DUF707) [Arabidopsis thaliana]	74.16	NP_189383.2		AT3G27470
Vitvi14g01673	F6HUT7	VIT_14s0066g00320	14	27392717	27398528	EEE EEE EEE	NP_196950.2 Pseudouridine synthase family protein [Arabidopsis thaliana]	63.504	NP_196950.2		AT5G14460
Vitvi14g01674	D7TWH0	VIT_14s0066g00330	14	27400390	27401866	EEE EEE EEE	NP_566819.1 cryptic loci regulator [Arabidopsis thaliana]	46.114	NP_566819.1		AT3G27520
Vitvi14g01675	F6HUT8	VIT_14s0066g00340	14	27402196	27407061	EEE EEE EEE	NP_001327199.1 glucuronokiNAse G [Arabidopsis thaliana]	78.0	NP_001327199.1	GLCAK	AT3G01640
Vitvi14g01676	F6HUT9	VIT_14s0066g00350	14	27414230	27417045	EEE EEE EEE	NP_196952.1 beta-1,4-N-acetylglucosaminyltransferase family protein [Arabidopsis thaliana]	77.778	NP_196952.1		AT5G14480
Vitvi14g01677	F6HUU0	VIT_14s0066g00360	14	27419284	27423678	EEE EEE EEE	NP_001327916.1 RNA-binding CRS1 / YhbY (CRM) domain protein [Arabidopsis thaliana]	74.43	NP_001327916.1		AT3G27550
Vitvi14g01678	F6HUU0	VIT_14s0066g00360	14	27424706	27430973	EEE EEE EEE	NP_001319443.1 NAC domain containing protein 44 [Arabidopsis thaliana]	46.734	NP_001319443.1	NAC044	AT3G01600
Vitvi14g01679	D7TWH5	VIT_14s0066g00370	14	27431760	27438230	EEE EEE EEE	NP_189393.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	81.073	NP_189393.1	ATN1	AT3G27560
Vitvi14g01682	F6HUU1	VIT_14s0066g00390	14	27453757	27457325	EEE EEE EEE	NP_198869.2 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]	68.482	NP_198869.2		AT5G40530
Vitvi14g01683	F6HUU2	VIT_14s0066g00400	14	27459204	27461048	EEE EDE EEE	NP_567140.1 Chalcone-flavanone isomerase family protein [Arabidopsis thaliana]	40.838	NP_567140.1	FAP1	AT3G63170
Vitvi14g01684	F6HUU3	VIT_14s0066g00410	14	27461472	27464145	EEE EEE EEE	NP_568301.1 aldose 1-epimerase family protein [Arabidopsis thaliana]	78.289	NP_568301.1		AT5G14500
Vitvi14g01685	F6HUU4	VIT_14s0066g00420	14	27467046	27470212	EEE EEE EEE	NP_186807.2 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	53.344	NP_186807.2		AT3G01580
Vitvi14g01686	F6HUU4	VIT_14s0066g00420	14	27470653	27472694	EEE EEE EEE	NP_001078414.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	40.978	NP_001078414.1		AT4G21065
Vitvi14g01687	F6H4B1	VIT_07s0031g01660	14	27477609	27478610	EEE EEE EEE	NP_001031814.1 cytochrome P450, family 96, subfamily A, polypeptide 10 [Arabidopsis thaliana]	40.584	NP_001031814.1	CYP96A10	AT4G39490
Vitvi14g01688	F6H4B1	VIT_07s0031g01660	14	27485932	27487074	EEU EEE EDE	NP_179899.1 cytochrome P450, family 96, subfamily A, polypeptide 1 [Arabidopsis thaliana]	50.926	NP_179899.1	CYP96A1	AT2G23180
Vitvi14g01690	F6HUU5	VIT_14s0066g00430	14	27495289	27498364	EEE EEE EEE	NP_568833.1 transmembrane protein C9orf5 protein [Arabidopsis thaliana]	52.769	NP_568833.1		AT5G55960
Vitvi14g01691	D7TWI3	VIT_14s0066g00440	14	27499388	27500668	EEE EEE EEE	NP_196955.1 ARM repeat superfamily protein [Arabidopsis thaliana]	56.509	NP_196955.1		AT5G14510
Vitvi14g01692	F6HUU6	VIT_14s0066g00450	14	27501465	27504951	EEE EEE EEE	NP_001330420.1 Sucrase/ferredoxin-like family protein [Arabidopsis thaliana]	51.944	NP_001330420.1		AT5G40510
Vitvi14g01693	F6HUU7	VIT_14s0066g00460	14	27506579	27512464	EEE EEE EEE	NP_199586.1 D6 protein kiNAse like 2 [Arabidopsis thaliana]	73.887	NP_199586.1	D6PKL2	AT5G47750
Vitvi14g01694	F6HUU8	VIT_14s0066g00480	14	27517209	27522378	EEE EEE EEE	NP_198865.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]	68.86	NP_198865.1		AT5G40490
Vitvi14g01695	F6HUU9	VIT_14s0066g00490	14	27523673	27595450	EEE EEE EEE	NP_198864.2 embryo defective 3012 [Arabidopsis thaliana]	57.378	NP_198864.2	EMB3012	AT5G40480
Vitvi14g01696	F6HUV2	VIT_14s0066g00550	14	27597136	27609330	EEE EEE EEE	NP_177218.3 transporter associated with antigen processing protein 1 [Arabidopsis thaliana]	65.512	NP_177218.3	ABCB26	AT1G70610
Vitvi14g01698	A5C234	VIT_14s0066g00560	14	27610677	27611886	EEE EEE EEE	NP_177217.1 Ribosomal protein L18e/L15 superfamily protein [Arabidopsis thaliana]	87.671	NP_177217.1		AT1G70600
Vitvi14g01699	F6HUV4	VIT_14s0066g00580	14	27613613	27619411	EEE EEE EEE	NP_197414.2 GPI transamidase component family protein / Gaa1-like family protein [Arabidopsis thaliana]	58.964	NP_197414.2		AT5G19130
Vitvi14g01700	F6HUV5	VIT_14s0066g00590	14	27622520	27626399	EEE EEE EEE	NP_198863.1 RNI-like superfamily protein [Arabidopsis thaliana]	44.628	NP_198863.1		AT5G40470
Vitvi14g01701	F6HUV7	VIT_14s0066g00610	14	27638680	27661662	EEE EEE EEE	NP_198861.4 A-kiNAse anchor-like protein [Arabidopsis thaliana]	61.017	NP_198861.4		AT5G40450
Vitvi14g01703	D7TWJ6	VIT_14s0066g00640	14	27668043	27678247	EEE EEE EEE	NP_196956.1 pescadillo-like protein [Arabidopsis thaliana]	68.709	NP_196956.1		AT5G14520
Vitvi14g01704	F6HUW0	VIT_14s0066g00650	14	27678565	27683247	EEE EEE EEE	NP_566822.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]	55.641	NP_566822.1		AT3G27640
Vitvi14g01706	D7TWJ8	VIT_14s0066g00670	14	27683675	27691559	EEE EEE EEE	NP_198860.1 mitogen-activated protein kiNAse kiNAse 3 [Arabidopsis thaliana]	79.07	NP_198860.1	MKK3	AT5G40440
Vitvi14g01707	F6HUW2	VIT_14s0066g00680	14	27701524	27703310	EEE EEE EEE	NP_851254.1 Lateral organ boundaries (LOB) domain family protein [Arabidopsis thaliana]	81.6	NP_851254.1	LOB	AT5G63090
Vitvi14g01709	D7TWK0	VIT_14s0066g00720	14	27718695	27728108	EEE EEE EEE	NP_196957.1 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]	85.115	NP_196957.1		AT5G14530
Vitvi14g01714	F6HUX2	VIT_14s0066g00790	14	27792682	27822171	EEE EEE EEE	NP_851008.1 zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein [Arabidopsis thaliana]	48.229	NP_851008.1		AT3G27700
Vitvi14g01715	F6HUX3	VIT_14s0066g00800	14	27823091	27828372	EEE EEE EEE	NP_186805.2 proline-rich receptor-like kiNAse, putative (DUF1421) [Arabidopsis thaliana]	47.636	NP_186805.2		AT3G01560
Vitvi14g01717	D7TWK5	VIT_14s0066g00810	14	27830702	27833385	EEE EEE EEE	NP_198855.1 Raffinose synthase family protein [Arabidopsis thaliana]	68.474	NP_198855.1	SIP1	AT5G40390
Vitvi14g01718	D7TWK6	VIT_14s0066g00820	14	27839782	27848972	EEE EEE EEE	NP_196959.2 Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein [Arabidopsis thaliana]	72.9	NP_196959.2		AT5G14550
Vitvi14g01719	D7TWK7	VIT_14s0066g00830	14	27854476	27859403	EEE EEE EEE	NP_564562.1 sirohydrochlorin ferrochelatase B [Arabidopsis thaliana]	64.615	NP_564562.1	SIRB	AT1G50170
Vitvi14g01720	F6HUX4	VIT_14s0066g00850	14	27865399	27867929	EEE EEE EEE	NP_172754.1 nitrate transporter2.5 [Arabidopsis thaliana]	62.693	NP_172754.1	NRT2.5	AT1G12940
Vitvi14g01721	D7TWL0	VIT_14s0066g00860	14	27872403	27874691	EEE EEE EEE	NP_178983.1 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana]	35.115	NP_178983.1	SLO2	AT2G13600
Vitvi14g01722	F6HUX5	VIT_14s0066g00870	14	27875537	27888975	EEE EEE EEE	NP_173344.2 Histidine kiNAse-, DNA gyrase B-, and HSP90-like ATPase family protein [Arabidopsis thaliana]	53.155	NP_173344.2	DMS11	AT1G19100
Vitvi14g01723	F6HUX6	VIT_14s0066g00880	14	27894058	27902929	EEE EEE EEE	NP_189410.2 DNA helicase ROCK-N-ROLLERS [Arabidopsis thaliana]	62.54	NP_189410.2	RCK	AT3G27730
Vitvi14g01726	D7TWL3	VIT_14s0066g00890	14	27905511	27905708	EEE EEE EEE	NP_001318711.1 Cytochrome c oxidase subunit Vc family protein [Arabidopsis thaliana]	69.231	NP_001318711.1		AT5G40382
Vitvi14g01727	F6HUX7	VIT_14s0066g00900	14	27906843	27910228	EEE EEE EDE	NP_198854.3 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 42 [Arabidopsis thaliana]	57.398	NP_198854.3	CRK42	AT5G40380
Vitvi14g01728	F6HUX8	VIT_14s0066g00910	14	27912854	27916761	EEE EEE EEE	NP_194596.1 cysteine-rich RECEPTOR-like kiNAse, putative (DUF26) [Arabidopsis thaliana]	47.149	NP_194596.1		AT4G28670
Vitvi14g01730	F6HUX9	VIT_14s0066g00920	14	27917484	27943553	EEE EEE EEE	NP_196962.1 polyribonucleotide nucleotidyltransferase [Arabidopsis thaliana]	65.209	NP_196962.1		AT5G14580
Vitvi14g01732	F6HUY0	VIT_14s0066g00950	14	27951113	27957788	EEE EEE EEE	NP_196963.2 Isocitrate/isopropylmalate dehydrogeNAse family protein [Arabidopsis thaliana]	80.135	NP_196963.2		AT5G14590
Vitvi14g01734	A5B8K3	VIT_14s0066g00960	14	27959567	27961383	EEE EEE EEE	NP_198853.1 Glutaredoxin family protein [Arabidopsis thaliana]	76.471	NP_198853.1	GRXC2	AT5G40370
Vitvi14g01735	D7TWL8	VIT_14s0066g00970	14	27961414	27965309	EDE EEE EDE	NP_197300.1 tryptophan biosynthesis 1 [Arabidopsis thaliana]	75.221	NP_197300.1	TRP1	AT5G17990
Vitvi14g01736	D7TWL9	VIT_14s0066g00980	14	27966291	27975245	EEE EEE EEE	NP_201101.2 UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol N-acetylglucosamine protein [Arabidopsis thaliana]	50.45	NP_201101.2		AT5G62960
Vitvi14g01737	F6HUY1	VIT_14s0066g00990	14	27975581	27982480	EEE EEE EEE	NP_568302.1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Arabidopsis thaliana]	74.214	NP_568302.1		AT5G14600
Vitvi14g01739	F6HUY2	VIT_14s0066g01000	14	27984444	27989210	EEE EEE EEE	NP_566142.1 phosphoenolpyruvate (pep)/phosphate translocator 2 [Arabidopsis thaliana]	67.836	NP_566142.1	PPT2	AT3G01550
Vitvi14g01740	F6HUY3	VIT_14s0066g01010	14	27989664	27993096	EEE EEE EEE	NP_189416.2 myb domain protein 118 [Arabidopsis thaliana]	44.326	NP_189416.2	MYB118	AT3G27785
Vitvi14g01741	F6HUY4	VIT_14s0066g01020	14	27996223	28004268	EEE EEE EEE	NP_001331250.1 DEAD box RNA helicase family protein [Arabidopsis thaliana]	73.852	NP_001331250.1		AT5G14610
Vitvi14g01742	D7TWM3	VIT_14s0066g01030	14	28007197	28024100	EEE EEE EEE	NP_568346.1 Spc97 / Spc98 family of spindle pole body (SBP) component [Arabidopsis thaliana]	75.358	NP_568346.1		AT5G17410
Vitvi14g01743	F6HUY5	VIT_14s0066g01040	14	28024115	28037347	EEE EEE EEE	NP_196966.2 domains rearranged methyltransferase 2 [Arabidopsis thaliana]	49.417	NP_196966.2	DRM2	AT5G14620
Vitvi14g01744	D7TWM5	VIT_14s0066g01050	14	28039021	28045099	EEE EEE EEE	NP_196968.2 shaggy-like kiNAse 13 [Arabidopsis thaliana]	88.862	NP_196968.2	SK13	AT5G14640
Vitvi14g01745	D7TWM6	VIT_14s0066g01060	14	28053635	28056949	EEE EEE EEE	NP_196969.1 Pectin lyase-like superfamily protein [Arabidopsis thaliana]	58.592	NP_196969.1		AT5G14650
Vitvi14g01746	D7TWM8	VIT_14s0066g01070	14	28056961	28070804	EEE EEE EEE	NP_850821.1 peptide deformylase 1B [Arabidopsis thaliana]	63.273	NP_850821.1	PDF1B	AT5G14660
Vitvi14g01748	F6HUY6	VIT_14s0066g01080	14	28082563	28090437	EEE EEE EEE	NP_001331345.1 ADP-ribosylation factor A1B [Arabidopsis thaliana]	98.343	NP_001331345.1	ARFA1B	AT5G14670
Vitvi14g01751	A5BNW8	VIT_14s0066g01100	14	28111240	28117732	EEE EEE EEE	NP_189420.1 monodehydroascorbate reductase 4 [Arabidopsis thaliana]	77.664	NP_189420.1	MDAR4	AT3G27820
Vitvi14g01754	F6HUY7	VIT_14s0066g01110	14	28129285	28129910	EEE EEE EEE	NP_189421.1 ribosomal protein L12-A [Arabidopsis thaliana]	68.132	NP_189421.1	RPL12-A	AT3G27830
Vitvi14g01756	F6HUY8	VIT_14s0066g01120	14	28145976	28148907	EEE EEE EEE	NP_189424.1 Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]	29.851	NP_189424.1		AT3G27860
Vitvi14g01757	D7TWN5	VIT_14s0066g01150	14	28169875	28172796	EEE EEE EEE	NP_196974.1 NAD(P)-binding Rossmann-fold superfamily protein [Arabidopsis thaliana]	49.867	NP_196974.1		AT5G14700
Vitvi14g01758	F6HUZ1	VIT_14s0066g01170	14	28179893	28195529	EEE EEE EEE	NP_196976.2 Protein kiNAse superfamily protein [Arabidopsis thaliana]	67.012	NP_196976.2		AT5G14720
Vitvi14g01760	F6HUZ2	VIT_14s0066g01180	14	28209467	28222686	EEE EEE EEE	NP_189425.2 ATPase E1-E2 type family protein / haloacid dehalogeNAse-like hydrolase family protein [Arabidopsis thaliana]	75.314	NP_189425.2		AT3G27870
Vitvi14g01761	F6HUZ3	VIT_14s0066g01190	14	28225261	28226266	EEE EEE EEE	NP_564988.1 DNA ligase-like protein, putative (DUF1645) [Arabidopsis thaliana]	40.099	NP_564988.1		AT1G70420
Vitvi14g01762	D7TWP1	VIT_14s0066g01200	14	28231497	28238401	EEE EEE EEE	NP_566139.1 like SEX4 1 [Arabidopsis thaliana]	77.358	NP_566139.1	LSF1	AT3G01510
Vitvi14g01763	D7TWP2	VIT_14s0066g01210	14	28240330	28246580	EEE EEE DDE	NP_186799.2 carbonic anhydrase 1 [Arabidopsis thaliana]	69.164	NP_186799.2	CA1	AT3G01500
Vitvi14g01764	D7TWP5	VIT_14s0066g01230	14	28249707	28258950	EEE EEE EEE	NP_566828.1 beta-galactosidase [Arabidopsis thaliana]	68.395	NP_566828.1		AT3G27930
Vitvi14g01765	F6HUZ5	VIT_14s0066g01240	14	28264976	28269609	EEE EEE EEE	NP_568304.1 L-aspartate oxidase [Arabidopsis thaliana]	78.288	NP_568304.1	AO	AT5G14760
Vitvi14g01766	D7TWP9	VIT_14s0066g01270	14	28271000	28275946	EEE EEE EEE	NP_001319660.1 GDSL-like Lipase/Acylhydrolase superfamily protein [Arabidopsis thaliana]	50.435	NP_001319660.1		AT3G27950
Vitvi14g01769	D7TWQ0	VIT_14s0066g01280	14	28279508	28282273	EEE EEE EEE	NP_189435.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]	62.536	NP_189435.1	KLCR2	AT3G27960
Vitvi14g01770	D7TWQ1	VIT_14s0066g01290	14	28291952	28293813	EEE EEE EEE	NP_189436.2 Exonuclease family protein [Arabidopsis thaliana]	75.714	NP_189436.2		AT3G27970
Vitvi14g01771	F6HUZ6	VIT_14s0066g01300	14	28298401	28299924	EEE EEE EEE	NP_181174.2 Uncharacterized protein family (UPF0497) [Arabidopsis thaliana]	54.673	NP_181174.2		AT2G36330
Vitvi14g01772	D7TWQ3	VIT_14s0066g01310	14	28300522	28308946	EEE EEE EEE	NP_198844.1 Prenyltransferase family protein [Arabidopsis thaliana]	58.73	NP_198844.1	ERA1	AT5G40280
Vitvi14g01773	D7TWQ4	VIT_14s0066g01320	14	28314460	28318205	EEE EEE EEE	NP_196982.1 formate dehydrogeNAse [Arabidopsis thaliana]	82.199	NP_196982.1	FDH	AT5G14780
Vitvi14g01775	F6HUZ8	VIT_14s0066g01340	14	28319641	28323146	EEE EEE EEE	NP_564202.1 Nucleic acid-binding, OB-fold-like protein [Arabidopsis thaliana]	80.292	NP_564202.1		AT1G23750
Vitvi14g01776	D7TWQ8	VIT_14s0066g01370	14	28323168	28327179	EEE EEE EEE	NP_177192.2 hypothetical protein AT1G70350 [Arabidopsis thaliana]	45.536	NP_177192.2		AT1G70350
Vitvi14g01777	F6HV00	VIT_14s0066g01380	14	28327188	28329928	EEE EEE EEE	NP_191085.1 calcium homeostasis regulator [Arabidopsis thaliana]	61.986	NP_191085.1	PDE329	AT3G55250
Vitvi14g01778	D7TI83	VIT_08s0007g07200	14	28330581	28331254	EEE EEE EEE	NP_001078138.1 homogentisate prenyltransferase [Arabidopsis thaliana]	56.198	NP_001078138.1	HST	AT3G11945
Vitvi14g01780	D7TWR0	VIT_14s0066g01390	14	28340048	28348598	EEE EEE EEE	NP_568580.1 HD domain-containing metal-dependent phosphohydrolase family protein [Arabidopsis thaliana]	70.064	NP_568580.1		AT5G40270
Vitvi14g01781	D7TWR1	VIT_14s0066g01400	14	28350820	28358271	EEE EEE EEE	NP_001327850.1 Protein kiNAse superfamily protein [Arabidopsis thaliana]	70.667	NP_001327850.1		AT3G01490
Vitvi14g01782	D7TWR2	VIT_14s0066g01410	14	28358275	28362861	EEE EEE EEE	NP_186797.1 cyclophilin 38 [Arabidopsis thaliana]	72.584	NP_186797.1	CYP38	AT3G01480
Vitvi14g01783	D7TWR3	VIT_14s0066g01420	14	28363823	28366277	EEE EEE EEE	NP_201091.2 Nodulin MtN3 family protein [Arabidopsis thaliana]	58.159	NP_201091.2	AtVEX1	AT5G62850
Vitvi14g01785	F6HV01	VIT_14s0066g01430	14	28375596	28380423	EEE EEE EEE	NP_179928.2 root UVB sensitive protein (Protein of unknown function, DUF647) [Arabidopsis thaliana]	61.176	NP_179928.2	RUS4	AT2G23470
